brand_mf,type,dealership_name,dealership_loc,dealership_evaluation,year,km,price
OPEL  Zafira,Zafira 1.4 T Innovation (7 sz.),Magánszemély,(XXII. kerület),Minősített magánszemély,2018. 05.,70 500 km,7 299 900 Ft
KIA  Sportage,Sportage 1.6 T-GDI Gold 4WD DCT,Magánszemély,(Polgárdi),Minősített magánszemély,2018. 08.,75 800 km,8 550 000 Ft
FORD  C-Max,Grand C-Max 1.5 TDCi DPF Technology ,Meszlényi-Autó Kft.,(Békéscsaba),Márkakereskedő,2015. 08.,167 592 km,4 250 000 Ft
RENAULT  Mégane,Mégane Limousine 1.5 dCi Privilege ,Meszlényi-Autó Kft.,(Békéscsaba),Márkakereskedő,2008. 01.,428 345 km,490 000 Ft
NISSAN  Almera,Almera 2.2 Di Comfort ,Autó Alfa I. Zrt.,(Debrecen),Márkakereskedő,2002. 08.,279 244 km,490 000 Ft
VOLKSWAGEN  Polo,POLO IV 1.2 TRENDLINE,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2003. 09.,237 900 km,495 000 Ft
PEUGEOT  307,307 2.0 HDi RIVIERA MAGYARORSZÁGI,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2002. 04.,301 273 km,495 000 Ft
SKODA  Fabia,FABIA 1.4 CLASSIC MAGYARORSZÁGI!,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2000. 08.,215 170 km,545 000 Ft
AUDI  A4,A4 AVANT 1.9 PD TDI AUT.,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2003. 11.,305 997 km,545 000 Ft
PEUGEOT  206,206 1.1 Profil,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2005. 06.,245 496 km,547 000 Ft
SAAB  900,900 2.0i SWISS EDITION,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,1999. 11.,222 091 km,547 000 Ft
SUZUKI  Wagon R+,WAGON R+ 1.0 GL,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2004. 08.,186 267 km,577 000 Ft
SKODA  Fabia,FABIA SEDAN 1.4 CLASSIC,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2002. 11.,284 088 km,597 000 Ft
RENAULT  Thalia,THALIA 1.4 16V EXPRESSION AC,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2004. 08.,241 348 km,597 000 Ft
KIA  Rio,RIO 1.3 BASE,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2004. 01.,222 316 km,645 000 Ft
FORD  Fiesta,FIESTA 1.4 TDCi FRESH MAGYARORSZÁGI!,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2004. 07.,309 948 km,645 000 Ft
CITROEN  Xsara,Xsara Kombi 1.4 SX,Cartecum - Autoalegjobbaron.hu,(Budaörs),Minősített Prémium kereskedő,2003. 12.,223 566 km,645 000 Ft
CHEVROLET  Lacetti,Lacetti SW 1.6 16V Star,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2005. 12.,328 008 km,647 000 Ft
OPEL  Astra,ASTRA G 1.4 COMFORT MAGYARORSZÁGI,Autó Dual,(Kecskemét),Minősített Prémium kereskedő,2004. 08.,223 469 km,647 000 Ft
CHEVROLET  Lacetti,LACETTI 1.6 KOMBI MAGYARORSZÁGI!,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2006. 06.,213 418 km,697 000 Ft
DACIA  Sandero,Sandero 1.4 Ambiance,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2008. 12.,371 057 km,697 000 Ft
MERCEDES-BENZ  C-osztály,C 180 Classic,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2000. 02.,370 966 km,697 000 Ft
ALFA ROMEO  147,147 1.6 16V T.SPARK DISTINCTIVE,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2004. 04.,192 309 km,745 000 Ft
OPEL  Meriva,Meriva 1.8 16V Essentia,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2003. 10.,167 423 km,747 000 Ft
OPEL  Astra,Astra Coupe 1.8 16V,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2000. 12.,271 623 km,747 000 Ft
OPEL  Agila,AGILA 1.2 MAGYARORSZÁGI,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2000. 05.,250 546 km,747 000 Ft
OPEL  Astra,Astra 1.4 16V GL,Auto Trade '91 Kft,(Salgótarján),Márkakereskedő,1999. 06.,143 060 km,749 000 Ft
DACIA  Logan,LOGAN 1.4 MPi AMBIANCE,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2004. 12.,237 805 km,765 000 Ft
SKODA  Fabia,FABIA KOMBI 1.2 12V COOL,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2003. 04.,206 962 km,777 000 Ft
SEAT  Cordoba,CORDOBA 1.2 REFERENCE AC,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2003. 05.,234 447 km,795 000 Ft
MAZDA  Mazda 6,6 Sport 1.8 TE VEZETETT SZERVIZKÖNYVES - NAGYSZERVIZ UTÁN!,Roland-Autó Kft.,(Edelény),Minősített Prémium kereskedő,2005. 01.,290 956 km,798 000 Ft
HYUNDAI  Elantra,ELANTRA 1.6 GL COMFORT AC,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2006. 02.,312 914 km,825 000 Ft
FORD  Focus,FOCUS 1.6 Ti-VCT TREND,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2005. 12.,253 921 km,847 000 Ft
SKODA  Fabia,Fabia Combi 1.2 12V Classic,Suzuki Szigetvár,(Szigetvár),Márkakereskedő,2004. 12.,221 183 km,887 777 Ft
SKODA  Octavia,OCTAVIA 1.4 16V TOUR MAGYARORSZÁGI!,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2005. 10.,316 217 km,897 000 Ft
MITSUBISHI  Colt,COLT 1.1 12V INFORM AC,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2004. 07.,173 357 km,947 000 Ft
OPEL  Astra,Astra 1.4 16V Njoy,Suzuki Szigetvár,(Szigetvár),Márkakereskedő,2003. 07.,226 392 km,947 777 Ft
FORD  Fusion,Fusion 1.4 Ambiente,Szabó Suzuki Mazda Márkakereskedés és Szerviz,(Kazincbarcika),Márkakereskedő,2006. 08.,216 999 km,949 000 Ft
TOYOTA  Aygo,AYGO 1.0,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2005. 12.,181 497 km,977 000 Ft
SUZUKI  Ignis,Ignis 1.3 GLX,Auto Trade '91 Kft,(Salgótarján),Márkakereskedő,2003. 06.,218 282 km,990 000 Ft
OPEL  Astra,Astra 1.4 16V Classic II Family ,Hering Autóház Kft.,(Szolnok),Márkakereskedő,2005. 08.,110 907 km,995 000 Ft
PEUGEOT  206,206 1.4 XS ,Verda Hungária Kft.,(Szekszárd),Minősített Prémium kereskedő,2001. 10.,230 000 km,999 000 Ft
VOLKSWAGEN  Golf,Golf 1.3 CL ,Verda Hungária Kft.,(Szekszárd),Minősített Prémium kereskedő,1991. 04.,193 000 km,999 000 Ft
RENAULT  Mégane,Mégane Limousine 1.4 Authentique Plus ,Meszlényi-Autó Kft.,(Békéscsaba),Márkakereskedő,2007. 07.,150 620 km,1 090 000 Ft
OPEL  Zafira,ZAFIRA B 1.9 DTi ENJOY AC,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2006. 06.,363 306 km,1 145 000 Ft
PEUGEOT  207,207 1.4 Trendy,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2006. 12.,123 302 km,1 147 000 Ft
VOLKSWAGEN  Transporter,Transporter 2.5 7DE 1T2,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2003. 03.,234 216 km,1 147 000 Ft  + Áfa
SAAB  9-3,9-3 2.0 t Linear,Barcs-Car Kft.,(Barcs),Márkakereskedő,2004. 04.,278 135 km,1 190 000 Ft
SKODA  Octavia,Octavia 1.4 Ambiente,Autó Néró Kelenföld Kft.,(XI. kerület),Minősített Prémium kereskedő,2005. 09.,272 000 km,1 199 000 Ft
SUZUKI  SJ 41/Samurai,SJ Samurai 1.3,Velorex 2000 Bt.,(Szekszárd),Minősített Prémium kereskedő,1991. 05.,70 800 km,1 199 000 Ft
RENAULT  Mégane,MEGANE CC 1.6 DYNAMIQUE CABRIO,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2007. 07.,188 830 km,1 245 000 Ft
HONDA  Stream,Stream 1.7 LS,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2002. 12.,267 453 km,1 247 000 Ft
TOYOTA  Corolla Verso/Verso,Corolla Verso 2.2 D-4D Linea Sol ,Hexa Autókereskedés,(Nyíregyháza),Minősített Prémium kereskedő,2007. 12.,216 000 km,1 290 000 Ft
VOLKSWAGEN  Golf,GOLF PLUS 1.6 TREND MAGYARORSZÁGI!,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2007. 10.,236 112 km,1 297 000 Ft
OPEL  Astra,Astra Caravan 1.6 Enjoy ,Verda Hungária Kft.,(Szekszárd),Minősített Prémium kereskedő,2004. 12.,243 000 km,1 299 000 Ft
VOLKSWAGEN  Passat,Passat Variant Syncro 1.8 5V ,Verda Hungária Kft.,(Szekszárd),Minősített Prémium kereskedő,2000. 01.,215 000 km,1 299 000 Ft
FORD  Focus,FOCUS 1.6 Fresh MEGKÍMÉLT ÁLLAPOT.VALÓS 234633 KM-ES FUTÁSTELJESÍTMÉNY,Autócentrum Szabó Csoport,(Érd),Márkakereskedő,2010. 02.,234 633 km,1 390 000 Ft
FIAT  Dobló,Dobló Panorama 1.4 8V Active ,3G Car Kft.,(Nyíregyháza),Minősített Prémium kereskedő,2009. 02.,210 776 km,1 390 000 Ft
OPEL  Zafira,Zafira 1.9 CDTI Essentia ,Auto Focus 2001 Kft.,(Debrecen),Minősített Prémium kereskedő,2007. 10.,270 000 km,1 397 000 Ft
HONDA  Jazz,1.2 LS AC,Verda Hungária Kft.,(Szekszárd),Minősített Prémium kereskedő,2002. 03.,166 000 km,1 399 000 Ft
FORD  Fiesta,Fiesta 1.4 Fresh Plus ,3G Car Kft.,(Nyíregyháza),Minősített Prémium kereskedő,2007. 07.,91 295 km,1 399 999 Ft
RENAULT  Twingo,Twingo 1.2 16V Rip Curl ,Shick-R Kft.,(Gyöngyös),Márkakereskedő,2010. 03.,82 998 km,1 400 000 Ft
SKODA  Superb,SUPERB 2.5 TDI V6 ELEGANCE TIPTRONIC,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2005. 04.,318 356 km,1 447 000 Ft
TOYOTA  Yaris,Yaris 1.3 Terra Ice ,Renault Renniss,(Salgótarján),Márkakereskedő,2007. 10.,222 349 km,1 450 000 Ft
SUZUKI  Splash,Splash 1.2 GLX CD AC ,Autó Alfa I. Zrt.,(Debrecen),Márkakereskedő,2008. 09.,185 769 km,1 490 000 Ft
SUZUKI  Swift,Swift 1.3 GLX CD AC ,Autó Alfa I. Zrt.,(Debrecen),Márkakereskedő,2006. 05.,150 208 km,1 490 000 Ft
TOYOTA  Corolla Verso/Verso,Corolla Verso 2.2 D-CAT Linea Sol ,Meszlényi-Autó Kft.,(Békéscsaba),Márkakereskedő,2007. 09.,312 940 km,1 490 000 Ft
KIA  Cee'd,Cee'd 1.4 L Cool ,M3 Autópark Kft.,(XV. kerület),Minősített Prémium kereskedő,2007. 05.,215 663 km,1 490 000 Ft
CHEVROLET  Spark,Spark 1.0 Plus AC ,M3 Autópark Kft.,(XV. kerület),Minősített Prémium kereskedő,2010. 12.,99 623 km,1 490 000 Ft
FORD  Fusion,FUSION 1.6 STYLE AC,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2009. 06.,190 686 km,1 497 000 Ft
CHRYSLER  Voyager,GRAND VOYAGER 2.8 CRD AUT.7,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2007. 10.,274 501 km,1 497 000 Ft
TOYOTA  Aygo,AYGO 1.0 AC,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2006. 06.,192 460 km,1 497 000 Ft
HONDA  CR-V,CR-V 2.0 i-VTEC,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2004. 02.,227 910 km,1 497 000 Ft
SUZUKI  Alto,ALTO 1.0 GLX AC,Autó Dual,(Kecskemét),Minősített Prémium kereskedő,2010. 08.,183 119 km,1 497 000 Ft
TOYOTA  Yaris,Yaris 1.0 Ice ,L.P.L Autó Kft.,(Botykapeterd),Minősített Prémium kereskedő,2007. 04.,153 900 km,1 498 000 Ft
SUZUKI  Splash,Splash 1.2 GLX CD AC,Autó Lenti & Helikon Autó,(Keszthely),Minősített Prémium kereskedő,2009. 05.,149 000 km,1 499 000 Ft
TOYOTA  Aygo,Aygo 1.0 AC ,Roli-Car Kft.,(Miskolc),Minősített Prémium kereskedő,2008. 09.,131 000 km,1 550 000 Ft
BMW  1-es sorozat,116i ,Verda Hungária Kft.,(Szekszárd),Minősített Prémium kereskedő,2004. 12.,179 000 km,1 599 000 Ft
RENAULT  Scénic,Scénic 1.5 dCi Dynamique EDC ,Renault Renniss,(Salgótarján),Márkakereskedő,2010. 10.,330 050 km,1 650 000 Ft
HONDA  Accord,Accord 2.0 Comfort (Automata) ,Roli-Car Kft.,(Miskolc),Minősített Prémium kereskedő,2005. 06.,348 000 km,1 690 000 Ft
TOYOTA  Avensis,AVENSIS 1.6 SOL MAGYARORSZÁGI,Autó Dual,(Kecskemét),Minősített Prémium kereskedő,2005. 11.,213 774 km,1 697 000 Ft
BMW  1-es sorozat,118d ,Renault Renniss,(Salgótarján),Márkakereskedő,2009. 10.,319 000 km,1 698 000 Ft
HONDA  Jazz,Jazz 1.2 S Cool ,Verda Hungária Kft.,(Szekszárd),Minősített Prémium kereskedő,2004. 12.,106 000 km,1 699 000 Ft
SKODA  Octavia,Octavia 1.6 Classic,Autó-Quartett Kft.,(XI. kerület),Minősített Prémium kereskedő,2010. 06.,269 568 km,1 699 999 Ft
HONDA  Jazz,Jazz 1.4 LS My. 2005,4 Motors Kft.,(Dunakeszi),Minősített Prémium kereskedő,2007. 06.,170 299 km,1 749 000 Ft
MERCEDES-BENZ  A-osztály,A 170 Elegance Autotronic,Wilker Kft.,(Fót),Minősített Prémium kereskedő,2005. 01.,133 247 km,1 790 000 Ft
OPEL  Meriva,Meriva 1.3 CDTI EcoFlex Cosmo ,L.P.L Autó Kft.,(Botykapeterd),Minősített Prémium kereskedő,2011. 06.,180 599 km,1 798 000 Ft
HONDA  Jazz,Jazz 1.4 LS My. 2005,4 Motors Kft.,(Dunakeszi),Minősített Prémium kereskedő,2005. 08.,158 213 km,1 799 000 Ft
TOYOTA  Corolla,Corolla Sedan 1.6 Executive MMT ,AutoVision,(Gödöllő),Minősített Prémium kereskedő,2008. 11.,250 000 km,1 790 000 Ft
RENAULT  Clio,Clio 1.2 16V Authentique ,Sebesi Autó,(Siófok),Minősített Prémium kereskedő,2011. 09.,85 477 km,1 860 000 Ft
OPEL  Corsa,Corsa 1.3 CDTI Van Start-Stop ,Roli-Car Kft.,(Miskolc),Minősített Prémium kereskedő,2018. 03.,269 000 km,1 890 000 Ft  + Áfa
RENAULT  Kangoo,Kangoo Express 1.5 dCi Comfort Start&Stop Euro6 ,Tromf-Car Kft.,(XIX. kerület),Minősített Prémium kereskedő,2016. 01.,249 900 km,1 989 000 Ft  + Áfa
MERCEDES-BENZ  E-osztály,E 220 T CDI Elegance (Automata) ,Auto Focus 2001 Kft.,(Debrecen),Minősített Prémium kereskedő,2004. 09.,294 909 km,1 997 000 Ft
FIAT  Dobló,Dobló Cargo 1.6 Mjet SX EURO5,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2013. 04.,236 602 km,1 997 000 Ft  + Áfa
HYUNDAI  i30,i30 1.4 DOHC Comfort ,L.P.L Autó Kft.,(Botykapeterd),Minősített Prémium kereskedő,2010. 02.,154 000 km,1 998 000 Ft
TOYOTA  Yaris,Yaris 1.0 Active ,Velorex 2000 Bt.,(Szekszárd),Minősített Prémium kereskedő,2011. 10.,222 249 km,1 999 000 Ft
OPEL  Insignia,Insignia Sports Tourer 2.0 CDTI Sport Aut.,Autó Néró Kelenföld Kft.,(XI. kerület),Minősített Prémium kereskedő,2009. 08.,216 000 km,1 999 000 Ft
DACIA  Logan,Logan 1.2 Ambiance,Autowelt Bt.,(Miskolc),Minősített Prémium kereskedő,2014. 11.,166 000 km,1 999 000 Ft
BMW  3-as sorozat,318i,Autó Néró Kelenföld Kft.,(XI. kerület),Minősített Prémium kereskedő,2008. 10.,206 000 km,1 999 000 Ft
SKODA  Octavia,Octavia 1.6 Classic ,3G Car Kft.,(Nyíregyháza),Minősített Prémium kereskedő,2010. 06.,201 185 km,1 999 999 Ft
TOYOTA  Avensis,Avensis 2.0 D-4D Sol ,Meszlényi-Autó Kft.,(Békéscsaba),Márkakereskedő,2009. 07.,238 856 km,2 090 000 Ft
OPEL  Astra,ASTRA J 1.6 Sport Edition - SZERVIZKÖNYVES - NAGYSZERVIZ UTÁN!,Roland-Autó Kft.,(Edelény),Minősített Prémium kereskedő,2010. 01.,207 569 km,2 098 000 Ft
VOLKSWAGEN  Touran,Touran 2.0 FSI Trendline ,Anda Good Mobil kft.,(Kecskemét),Minősített Prémium kereskedő,2006. 04.,240 937 km,2 099 000 Ft
HONDA  Jazz,Jazz 1.2 Trend Plus ,Roli-Car Kft.,(Miskolc),Minősített Prémium kereskedő,2011. 07.,175 000 km,2 120 000 Ft
PEUGEOT  308,308 SW 1.6 HDI CONFORT PACK,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2010. 07.,154 339 km,2 147 000 Ft
PEUGEOT  207,207 SW 1.4 VTi Allure Outdoor ,M3 Autópark Kft.,(XV. kerület),Minősített Prémium kereskedő,2011. 06.,67 115 km,2 180 000 Ft
DACIA  Sandero,Sandero 1.2 Arctic ,Shick-R Kft.,(Eger),Márkakereskedő,2015. 07.,128 437 km,2 189 000 Ft
BMW  1-es sorozat,116i ,Tipp Autó,(Debrecen),Márkakereskedő,2009. 10.,198 105 km,2 190 000 Ft
MERCEDES-BENZ  A-osztály,A 150 CLASSIC MAGYARORSZÁGI,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2008. 05.,96 858 km,2 197 000 Ft
VOLKSWAGEN  Up!,UP! 1.0 Move Mo-i - VÉGIG MÁRKASZERVIZES RITKASÁG!,Roland-Autó Kft.,(Edelény),Minősített Prémium kereskedő,2012. 01.,135 976 km,2 198 000 Ft
HYUNDAI  i30,i30u CW 1.6 CRDi HP Comfort ,JL Autó Kft.,(Érd),Minősített Prémium kereskedő,2012. 04.,204 000 km,2 199 000 Ft
PEUGEOT  308,308 SW 1.6 HDi Premium ,Verda Hungária Kft.,(Szekszárd),Minősített Prémium kereskedő,2011. 05.,210 000 km,2 199 000 Ft
SUZUKI  Splash,1.0 GC AC Magyarországi! 86.000 km!,Schiller Használtautó,(XIII. kerület),Márkakereskedő,2014. 01.,86 890 km,2 199 000 Ft
OPEL  Combo,Combo Van 1.3 CDTI L1H1 2.2t,Autó Néró Kelenföld Kft.,(XI. kerület),Minősített Prémium kereskedő,2018. 05.,207 000 km,2 199 000 Ft  + Áfa
FORD  Fiesta,Fiesta 1.25 Ambiente ,Vagép Zrt.,(Nyíregyháza),Márkakereskedő,2009. 08.,96 563 km,2 200 000 Ft
TOYOTA  Aygo,Aygo 1.0 Cool ,Velorex 2000 Bt.,(Szekszárd),Minősített Prémium kereskedő,2012. 09.,101 158 km,2 270 000 Ft
KIA  Cee'd,SW 1.4 ,Autó Lenti & Helikon Autó,(Keszthely),Minősített Prémium kereskedő,2011. 05.,172 000 km,2 289 000 Ft
FORD  Focus,Focus 1.6 TDCi Trend ,Tipp Autó,(Debrecen),Márkakereskedő,2015. 01.,297 899 km,2 290 000 Ft
RENAULT  Mégane,Mégane Grandtour 1.6 Dynamique EURO5 ,Roli-Car Kft.,(Miskolc),Minősített Prémium kereskedő,2012. 01.,207 000 km,2 290 000 Ft
OPEL  Astra,ASTRA H 2.0 T GTC Sport OPC LINE - NAGYSZERVIZ UTÁN - AJÁNDÉK TÉLI SZETT!,Roland-Autó Kft.,(Edelény),Minősített Prémium kereskedő,2008. 01.,151 384 km,2 298 000 Ft
SEAT  Ibiza,Ibiza 1.2 TSI FR,Velorex 2000 Bt.,(Szekszárd),Minősített Prémium kereskedő,2015. 04.,217 277 km,2 299 000 Ft
DACIA  Duster,ARCTIC MUSIC 1.6i 16V 2WD (1 ÉV GARANCIA),Men's Car Kft.,(Győr),Minősített Prémium kereskedő,2011. 04.,218 184 km,2 350 000 Ft
LANCIA  Delta,Delta 1.4 T-Jet Silver ,M3 Autópark Kft.,(XV. kerület),Minősített Prémium kereskedő,2010. 04.,195 740 km,2 390 000 Ft
OPEL  Insignia,INSIGNIA 2.0 CDTI Active Magyarországi - Végig Opel-nél szervizelt - Téli és nyári kerekek,C-Mobil Kft.,(Szeged),Márkakereskedő,2012. 09.,252 000 km,2 390 000 Ft
BMW  3-as sorozat,318i Touring ,Auto Focus 2001 Kft.,(Debrecen),Minősített Prémium kereskedő,2008. 09.,282 000 km,2 397 000 Ft
BMW  3-as sorozat,318i Touring ,Auto Focus 2001 Kft.,(Debrecen),Minősített Prémium kereskedő,2008. 09.,282 000 km,2 397 000 Ft
MERCEDES-BENZ  B-osztály,B 170 Autotronic,Rubin Autókereskedés,(Pápa),Minősített Prémium kereskedő,2008. 09.,165 436 km,2 399 000 Ft
HONDA  Civic,Civic 1.4 Sport,Juhász Kft.,(Pécs),Minősített Prémium kereskedő,2009. 04.,119 000 km,2 399 000 Ft
LANCIA  Delta,Delta 1.6 Mjtd Platino Seletronic (EU5) ,Verda Hungária Kft.,(Szekszárd),Minősített Prémium kereskedő,2011. 02.,176 000 km,2 399 000 Ft
VOLKSWAGEN  Golf Plus,Golf Plus 1.4 Trendline,Autó Lenti & Helikon Autó,(Keszthely),Minősített Prémium kereskedő,2008. 03.,92 000 km,2 399 000 Ft
DACIA  Logan,Logan MCV 0.9 TCe Celebration EURO6 ,B-A Autókereskedés és Autókölcsönző,(Keszthely),Minősített Prémium kereskedő,2015. 07.,118 200 km,2 449 000 Ft
VOLKSWAGEN  Golf Plus,Golf Plus 1.4 Tsi Trendline ,Red Line Autó,(Debrecen),Minősített Prémium kereskedő,2009. 02.,173 880 km,2 478 000 Ft
NISSAN  Micra,Micra 1.2 Acenta ,M3 Autópark Kft.,(XV. kerület),Minősített Prémium kereskedő,2015. 10.,100 650 km,2 480 000 Ft
